Text,Class
ಟಿವಿ ಕಾರ್ಯಕ್ರಮದ ನನ್ನ ನೆಚ್ಚಿನ ಪಾತ್ರ ನಿಧನರಾದರು,3
ಸಂತೋಷವಾಗಿರಲು ನನಗೆ ತುಂಬಾ ಕಷ್ಟವಾಗುತ್ತಿದೆ,3
ನಮಗೆ ಇಂದು ಅಚ್ಚರಿಯ ಪರೀಕ್ಷೆ ಇದೆ,3
ನಮ್ಮ ರಜೆಯನ್ನು ರದ್ದುಗೊಳಿಸಲಾಗಿದೆ,3
ನಮ್ಮ ತಂಡವು ಪಂದ್ಯವನ್ನು ಕಳೆದುಕೊಂಡಿತು,3
ಕ್ಯಾಬ್ ಬುಕ್ ಮಾಡಿ,2
ಬೇಗ ರೈಲು ಟಿಕೆಟ್ ಬುಕ್ ಮಾಡಿ,2
ನನ್ನ ಕ್ಯಾಬ್ ಏಕೆ ಬರುತ್ತಿಲ್ಲ,2
ಇಂದಿನ ತಾಪಮಾನ ಏನು?,2
ನಾಳೆ ದೆಹಲಿಯಿಂದ ಮುಂಬೈಗೆ ಯಾವುದೇ ರೈಲು ಟಿಕೆಟ್ ಇದೆ,2
ಬೆಂಗಳೂರಿನಲ್ಲಿ ಯಾವುದಾದರೂ ತ್ರೀ ಸ್ಟಾರ್ ಹೋಟೆಲ್ ಇದೆಯೇ?,2
ಇಂದು ಮಳೆ ಬೀಳಲಿದೆಯೇ?,2
ನೀವು ಯಾವುದೇ ಕೂಪನ್‌ಗಳನ್ನು ಹೊಂದಿದ್ದೀರಾ?,2
ಬೆಳಿಗ್ಗೆ ಇಲ್ಲಿ ಮಳೆಯಾಯಿತು,2
ಇಲ್ಲಿಂದ ಮುಂಬೈಗೆ ಅಗ್ಗದ ವಿಮಾನ ಟಿಕೆಟ್ ಅನ್ನು ಬುಕ್ ಮಾಡಿ,2
ನೀವು ಕ್ಯಾಬ್ ಬುಕ್ ಮಾಡಿದ್ದೀರಾ?,2
ಇಂದು ಹವಾಮಾನ ಹೇಗಿದೆ,2
ನಾಗ್ಪುರದಿಂದ ಮುಂಬೈಗೆ 2 ವಿಮಾನ ಟಿಕೆಟ್‌ಗಳನ್ನು ಕಾಯ್ದಿರಿಸಲಾಗುತ್ತಿದೆ,2
ದಯವಿಟ್ಟು ನನಗೆ ಬೆಂಗಳೂರಿನಲ್ಲಿ ಹೋಟೆಲ್ ಹುಡುಕಿಕೊಡಿ,2
ಓ ಕ್ಯಾಬ್ ಬುಕ್ಕಿಂಗ್ ಮಾಡಿ,2
ಈಗ ನಿಮ್ಮ ಸಹೋದರನಿಗೆ ಓಯೋವನ್ನು ಬುಕ್ ಮಾಡಿ,2
ನಾನು ಬುಕ್ ಮಾಡಿದ್ದೇನೆ,2
ಈ ರೀತಿ ಏನಾದರೂ ಮಾಡಿ,2
ಮತ್ತು ಈ ಅಪ್ಲಿಕೇಶನ್ ಏನು ಮಾಡುತ್ತದೆ?,2
ಅಗ್ಗದ ವಿಮಾನ ಟಿಕೆಟ್ ಅನ್ನು ಹೇಗೆ ಕಂಡುಹಿಡಿಯುವುದು,2
ನೀವು ರೈಲು ಟಿಕೆಟ್ ಬುಕ್ ಮಾಡಬಹುದು,2
ನಾನೀಗ ಏನು ಮಾಡಲಿ,2
ರೈಲನ್ನು ಹೇಗೆ ಬುಕ್ ಮಾಡುವುದು ಎಂದು ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ,2
ಹೇಗೆ ಬುಕ್ ಮಾಡುವುದು,2
ಟಿಕೆಟ್ ಕನ್ಫರ್ಮ್ ಆಗಿದೆ,2
ಮುಂದೆ ಏನು ಮಾಡಬೇಕೆಂದು ಗೊತ್ತಿಲ್ಲ,2
ನನ್ನ ವಿಮಾನ ಏಕೆ ತಡವಾಗಿದೆ,2
ಒಳ್ಳೆಯ ಹೋಟೆಲ್ ಅನ್ನು ಬುಕ್ ಮಾಡಿ,2
ಮಾರುಕಟ್ಟೆಗೆ ಹೋಗೋಣ,2
ನಾನು ಹೇಗೆ ಮುಂದುವರೆಯಲಿ?,2
ಅಣ್ಣ ಒಂದು ವಿಷಯ ಹೇಳು,2
ಈ ಹೋಟೆಲ್ ಏಕೆ ಹೆಚ್ಚು ಬೆಲೆ ತೋರಿಸುತ್ತಿದೆ,2
ಇದು ಹೇಗೆ ಸಂಭವಿಸುತ್ತದೆ,2
ನಿಮ್ಮ ಹತ್ತಿರದ ಹೋಟೆಲ್‌ಗಳನ್ನು ನನಗೆ ತೋರಿಸಿ,2
ಇಲ್ಲಿ ಬುಕ್ ಮಾಡುವುದು ಹೇಗೆ,2
ಕೆಲಸ ಮುಗಿದಿದೆ,2
ಒಂದು ಕೆಲಸ ಮಾಡು,2
ನನಗೆ ಸಹಾಯ ಬೇಕಿತ್ತು,2
ನನಗೆ ಒಂದು ಕೆಲಸ ಮಾಡು,2
ಬೇಗ ಕೆಲಸ ಮಾಡು,2
ಕ್ಯಾಬ್ ಬರಲು ಎಷ್ಟು ಸಮಯ ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ,2
ಮೊದಲೇ ಆಟೋ ಬುಕ್ ಮಾಡಿ,2
ಪ್ರಾಮಾಣಿಕತೆಯು ಅತ್ಯುತ್ತಮ ನೀತಿಯಾಗಿದೆ,2
ಉಬರ್ ಅನ್ನು ಬುಕ್ ಮಾಡಿ,2
ನೀವು ನನಗಾಗಿ ಇನ್ನೇನು ಮಾಡಬಹುದು,2
ವಿಮಾನದಲ್ಲಿ ತಿನ್ನಲು ಏನಾದರೂ ಬುಕ್ ಮಾಡಿ,2
ಬೆಂಗಳೂರಿನ ಯಾವುದೇ ಹೋಟೆಲ್ ಅನ್ನು ಬುಕ್ ಮಾಡಿ,2
ಈ ಅಪ್ಲಿಕೇಶನ್ ಬಗ್ಗೆ ಇನ್ನಷ್ಟು ತಿಳಿಸಿ,2
ಇಂದು ಬಿಸಿಲು ಇರುತ್ತದೆಯೇ?,2
ನೀವು ರೈಲು ಟಿಕೆಟ್‌ಗಳನ್ನು ಬುಕ್ ಮಾಡಬಹುದು,2
ನನ್ನ ರೈಲು ಸ್ಥಿತಿಯನ್ನು ಪರಿಶೀಲಿಸಿ,2
ನೀವು ಅಗ್ಗದ ರೈಲು ಟಿಕೆಟ್ ಅನ್ನು ಹೇಳಬಲ್ಲಿರಾ?,2
ವಿಮಾನ ನಿಲ್ದಾಣಕ್ಕೆ ಕ್ಯಾಬ್ ಯಾವಾಗ ಬರುತ್ತದೆ,2
ನನ್ನ ವಿಮಾನ ಸಮಯಕ್ಕೆ ಸರಿಯಾಗಿ ಬಂದಿತು,2
ಇದು ಏನು,2
ಹೋಟೆಲ್ ರೇಟಿಂಗ್ ಏನು?,2
ಹೋಟೆಲ್ ಯಾವ ಪ್ರದೇಶದಲ್ಲಿದೆ?,2
ಇಂದಿನ ಹವಾಮಾನವನ್ನು ತಿಳಿಸಿ,2
ಹೊರಗಿನ ತಾಪಮಾನ ಏನು?,2
ಕ್ಯಾಬ್ ಸಹೋದರ ಎಲ್ಲಿದ್ದಾನೆ?,2
ಹೋಟೆಲ್ ಚೆನ್ನಾಗಿತ್ತು,2
ಸಾರಥಿಗೆ ಸಹಾಯ ಮಾಡಿ,2
ನೀವು ನನ್ನ ಕ್ಯಾಬ್ ಅನ್ನು ರದ್ದುಗೊಳಿಸಬಹುದೇ?,2
ಬೆಂಗಳೂರಿನಿಂದ ದೆಹಲಿಗೆ ಮುಂದಿನ ತಿಂಗಳು ವಿಮಾನದ ಟಿಕೆಟ್ ಪಡೆಯಿರಿ,2
ನೀವು ಹೇಗಿದ್ದೀರಿ?,2
ನಾನು ಇಂದು ತುಂಬಾ ದಣಿದಿದ್ದೇನೆ,2
ಇಲ್ಲಿ ತುಂಬಾ ಬಿಸಿಯಾಗಿದೆ ಮನುಷ್ಯ,2
ಇದು ಸಾಕಷ್ಟು ತಂಪಾಗಿದೆ,2
ಎಂತಹ ಉತ್ತಮ ಹವಾಮಾನ,2
ನೀವು ಊಟ ಮಾಡಿದ್ದೀರಾ,2
ಬನ್ನಿ ಮನೆಗೆ ಹೋಗೋಣ,2
ಫೋಟೋಗಳನ್ನು ನೋಡಲು ಈ ಅಪ್ಲಿಕೇಶನ್ ಬಳಸಿ,2
ಇದನ್ನು ಸಹ ಒಮ್ಮೆ ಪರಿಶೀಲಿಸಬೇಕು,2
ಅದನ್ನು ಪ್ರಯತ್ನಿಸೋಣ,2
ನಿನ್ನೆ ಸಾಕಷ್ಟು ಕೆಲಸ ನಡೆದಿದೆ,2
ನಾನು ಏನು ಮಾಡಬೇಕೆಂದು ನನಗೆ ಅರ್ಥವಾಗುತ್ತಿಲ್ಲ,2
ಅಷ್ಟು ಖರ್ಚು ಮಾಡುವುದು ಯೋಗ್ಯವಾಗಿದೆ,2
ಪ್ರಯತ್ನಿಸಬೇಕು,2
ನಾವು ಸರಿಯಾದ ಹಾದಿಯಲ್ಲಿದ್ದೆವು,2
ದೀಪಾವಳಿಯ ಸಮಯದಲ್ಲಿ ವಿಮಾನ ದರಗಳು ತುಂಬಾ ದುಬಾರಿಯಾಗುತ್ತವೆ,2
ಹಣ ಯಾವಾಗ ವಾಪಸ್ ಬರುತ್ತೋ ಗೊತ್ತಿಲ್ಲ,2
ಅಪ್ಲಿಕೇಶನ್ ಉತ್ತಮವಾಗಿ ಕಾಣುತ್ತದೆ,2
ಏನು ರೀಚಾರ್ಜ್ ಮಾಡಬೇಕು,2
ಮತ್ತೆ ಮತ್ತೆ ಮರುಪ್ರಾರಂಭಿಸಿದ ನಂತರವೂ ಅದನ್ನೇ ತೋರಿಸಲಾಗುತ್ತಿದೆ ,2
ರೀಚಾರ್ಜ್ ಮಾಡಲು ಕೊನೆಯ ದಿನಾಂಕ ಯಾವುದು?,2
ಈ ಚಾನಲ್ ಅನ್ನು ಹೇಗೆ ಬದಲಾಯಿಸುವುದು?,2
ಯಾವ ಏರ್‌ಟೆಲ್ ಪ್ಯಾಕ್ ಉತ್ತಮವಾಗಿದೆ,2
ಕುಟುಂಬದ ಪ್ರಕಾರ ಯಾವ ಯೋಜನೆ ಸರಿಯಾಗಿರುತ್ತದೆ,2
ನಾನು ಚಾನಲ್‌ಗಳನ್ನು ಸೇರಿಸಬಹುದೇ?,2
ನಾನು ಪ್ರತಿ ಚಾನಲ್‌ಗೆ ಹಣವನ್ನು ಏಕೆ ಪಾವತಿಸಬೇಕು,2
ನನ್ನ ಖಾತೆಯಿಂದ ಹಣವನ್ನು ಏಕೆ ಕಡಿತಗೊಳಿಸಲಾಯಿತು,2
ಹಣವನ್ನು ಮರಳಿ ಪಡೆಯುವ ಸಂಭವನೀಯತೆ ಏನು,2
ಬ್ಯಾಲೆನ್ಸ್ ಮುಕ್ತಾಯದ ಕೊನೆಯ ದಿನಾಂಕ ಯಾವುದು,2
ಈ ತಿಂಗಳು ತುಂಬಾ ಹಣ ಬರುತ್ತದೆ,1
ನನ್ನ ಖಾತೆಯ ಬಾಕಿಯನ್ನು ಹೇಳಿ,2
ನನ್ನ ಖಾತೆಯಲ್ಲಿ ಎಷ್ಟು ಬ್ಯಾಲೆನ್ಸ್ ಇದೆ,2
ನನ್ನ ಖಾತೆಯಲ್ಲಿ ಎಷ್ಟು ಬಾಕಿ ಉಳಿದಿದೆ,2
ನನ್ನ ಖಾತೆಯಲ್ಲಿ ಎಷ್ಟು ಉಳಿದಿದೆ,2
ನನ್ನ ಖಾತೆಯಲ್ಲಿ ಎಷ್ಟು ಹಣವಿದೆ,2
ನನ್ನ ಖಾತೆಯಲ್ಲಿ ಹಣವಿದೆಯೇ ಅಥವಾ ಇಲ್ಲವೇ?,2
ಈ ಹಣ ನಿಮ್ಮ ಬಳಿ ಎಷ್ಟು ದಿನ ಇರುತ್ತದೆ?,2
ನನ್ನ ಖಾತೆಯ ಹಣ ಯಾವಾಗ ಖಾಲಿಯಾಗುತ್ತದೆ,2
ನಿನ್ನ ತಂಗಿ ಎಷ್ಟು ದಿನ ನಿನ್ನ ಮನೆಯಲ್ಲಿ ಇರುತ್ತಾಳೆ,2
ನನ್ನ ರೀಚಾರ್ಜ್ ಯಾವಾಗ ಆಗುತ್ತದೆ,2
ಅದು ಈಗಿನಿಂದಲೇ ಆಗುತ್ತದೆಯೇ,2
ನನ್ನ ಪ್ಯಾಕ್ ಎಷ್ಟು ಕಾಲ ಉಳಿಯುತ್ತದೆ,2
ನೀವು ನನಗೆ ಕೊನೆಯ ದಿನಾಂಕವನ್ನು ಹೇಳಬಹುದೇ?,2
ನನ್ನ ಖಾತೆ ಎಷ್ಟು ಕಾಲ ಉಳಿಯುತ್ತದೆ,2
ನನ್ನ ಖಾತೆಯನ್ನು ಮುಚ್ಚಲು ಕೊನೆಯ ದಿನಾಂಕ ಯಾವುದು,2
ನನ್ನ ಖಾತೆಯ ಮುಕ್ತಾಯ ದಿನಾಂಕವನ್ನು ನನಗೆ ತಿಳಿಸುವಿರಾ?,2
ನಿಮ್ಮ ದಿನ ಹೇಗಿತ್ತು?,2
ಹಾಯ್ ನೀವು ಏನು ಮಾಡುತ್ತಿದ್ದೀರಿ,2
ಧನ್ಯವಾದಗಳು,2
ಅಭಿನಂದನೆಗಳು,2
ನಾವು ಎಲ್ಲೋ ಹೋಗೋಣ,2
ಆ ಮಹಿಳೆಗೆ ಸಹಾಯ ಮಾಡಲು ಹೋಗೋಣ,2
ಕಾಫಿ ಬೇಕೇ?,2
ಚಿಂತಿಸಬೇಡ,2
ನಿನಗೆ ಏನು ಬೇಕು,2
ಏನು,2
ಏನಾದರೂ ಮಾತನಾಡು,2
ನಿಮಗೆ ದೋಸೆ ಬೇಕೇ?,2
ನನಗೆ ಹೆಚ್ಚು ಆಹಾರ ಬೇಕು,2
ಅಕ್ಕಿ ಉಳಿದಿದೆ,2
ನನಗೆ ಸ್ವಲ್ಪ ಚಹಾ ಬೇಕು,2
ನಿನ್ನ ವಯಸ್ಸು ಎಷ್ಟು?,2
ನೀವು ಓದುವುದನ್ನು ಮುಗಿಸಿದ್ದೀರಾ?,2
ಟಿವಿ ಆನ್ ಮಾಡಿ,2
ಕಸವನ್ನು ಎಸೆಯಿರಿ,2
ನಾನು ಜಿಮ್‌ಗೆ ಹೋಗಬೇಕು,2
"ಬನ್ನಿ, ನಡೆಯಲು ಹೋಗೋಣ",2
ಹೇ ಮನೆಗೆ ಬಾ,2
ನಾನು ಅದನ್ನು ಖರೀದಿಸಲು ಬಯಸುತ್ತೇನೆ,2
ಇಂದಿನ ಸುದ್ದಿ ಏನು?,2
ಹೊಸದನ್ನು ಕಲಿಯಿರಿ,2
ನೀವು ದ್ವೇಷಿಸುವ ಕೆಲಸಗಳನ್ನು ಮಾಡುವುದನ್ನು ನಿಲ್ಲಿಸಿ,2
ಪ್ರಶ್ನೆಯನ್ನು ಉತ್ತರಿಸು,2
ವ್ಯಾಯಾಮ ಬಹಳ ಮುಖ್ಯ,2
ನಮ್ಮ ಬಳಿ ಸಾಕಷ್ಟು ಹಣವಿದೆ,1
ಹೋಟೆಲ್ ಅದ್ಭುತವಾಗಿದೆ,1
ನಂಬರ್ ಆಫರ್ ಸಿಕ್ಕಿದೆ,1
ಈ ಅಪ್ಲಿಕೇಶನ್ ಅದ್ಭುತವಾಗಿದೆ,1
ನಿಮ್ಮ ಸೇವೆಯಿಂದ ನಮಗೆ ಸಂತೋಷವಾಗಿದೆ,1
ಧನ್ಯವಾದಗಳು,1
ನೀವು ಅದ್ಭುತ ವ್ಯಕ್ತಿ,1
ವಾವ್ ಇದು ಅದ್ಭುತವಾಗಿದೆ,1
ಉತ್ತಮ ಬುಕಿಂಗ್‌ಗಾಗಿ ಧನ್ಯವಾದಗಳು,1
ಧನ್ಯವಾದಗಳು ಸಾರಥಿ! ನಾನು ನಿನ್ನನ್ನು ಪ್ರೀತಿಸುತ್ತೇನೆ !,1
ಈ ಹೋಟೆಲ್ ತುಂಬಾ ಚೆನ್ನಾಗಿತ್ತು,1
ಧನ್ಯವಾದಗಳು ತಮ್ಮ,1
ಈ ವ್ಯಕ್ತಿ ಅದ್ಭುತವಾದ ಹೋಟೆಲ್ ಅನ್ನು ಬುಕ್ ಮಾಡಿದ್ದಾನೆ,1
ವ್ಯಾಯಾಮದ ನಂತರ ನನಗೆ ಖುಷಿ ಆಗ್ತಿದೆ,1
ದೊಡ್ಡ ಕೆಲಸ ಸಹೋದರ,1
ಸಹಾಯ ಮಾಡಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು,1
ನೀವು ತುಂಬಾ ಒಳ್ಳೆಯವರು,1
ನೀನಾ ಮಾಡಿದ್ದು ಈ ಸುಂದರವಾದ ಚಿತ್ರಕಲೆ?,1
ಓಹ್ ಇದು ತುಂಬಾ ಬೇಗ,1
ಒಳ್ಳೆಯ ಕೆಲಸ ಸಹೋದರ,1
ಒಳ್ಳೆ ಕೆಲಸ!,1
ರೈಲು ಪ್ರಯಾಣ ತುಂಬಾ ಚೆನ್ನಾಗಿತ್ತು,1
ಸಹೋದರ ನೀವು ನನಗೆ ತುಂಬಾ ಸಹಾಯ ಮಾಡಿದ್ದೀರಿ,1
ನೀವು ಮೊದಲ ಸ್ಥಾನ ಪಡೆದಿದ್ದೀರಿ. ಅಭಿನಂದನೆಗಳು!,1
ಕ್ಯಾಬ್ ಚಾಲಕ ತುಂಬಾ ಸಹಾಯಕವಾಗಿದ್ದನು,1
ನೀವು ತುಂಬಾ ಅದ್ಭುತವಾಗಿದ್ದೀರಿ,1
ನೀವು ನನ್ನ ಹೃದಯವನ್ನು ಸಂತೋಷಪಡಿಸಿದ್ದೀರಿ,1
ಅಂತಹ ಸುಂದರವಾದ ಹೋಟೆಲ್,1
ನನ್ನ ಹೃದಯ ಸಂತೋಷವಾಗಿದೆ,1
ನಾನು ಸಂತೋಷವಾಗಿದ್ದೇನೆ,1
ಸಹಾಯ ಮಾಡಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು,1
ತುಂಬಾ ಒಳ್ಳೆಯದು,1
ತುಂಬ ಧನ್ಯವಾದಗಳು,1
ಧನ್ಯವಾದಗಳು ನನ್ನ ಸಹೋದರ,1
ಧನ್ಯವಾದಗಳು ಸಾರಥಿ,1
ನೀವು ತುಂಬಾ ಬುದ್ಧಿವಂತರು,1
ನೀವು ಮಹಾನ್ ವ್ಯಕ್ತಿ,1
ನೀವು ಬಹಳಷ್ಟು ಸಹಾಯ ಮಾಡಿದ್ದೀರಿ,1
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ,1
ಅತ್ಯುತ್ತಮ,1
ಈ ಹೋಟೆಲ್ ಚೆನ್ನಾಗಿದೆ,1
ತುಂಬಾ ಒಳ್ಳೆಯ ಕ್ಯಾಬ್ ಡ್ರೈವರ್,1
ನೀವು ಬಹಳ ಒಳ್ಳೆಯವರು,1
ನೀವು ತುಂಬಾ ಬುದ್ಧಿವಂತರು,1
ಇದು ಸರಿಯಾದ ಅಪ್ಲಿಕೇಶನ್ ಆಗಿದೆ,1
ಓ ಮಹಾನ್,1
ದೊಡ್ಡ ಕೋತಿ,1
ನಾನು ಪ್ರಭಾವಿತನಾಗಿದ್ದೇನೆ,1
ಬಹಳ ಅನನ್ಯ,1
ತುಂಬಾ ಧನ್ಯವಾದಗಳು,1
ನೀವು ನನ್ನ ಹೃದಯವನ್ನು ಗೆದ್ದಿದ್ದೀರಿ,1
ನೀವು ಅದ್ಭುತ ಮಾಡಿದ್ದೀರಿ,1
ಸಾರಥಿಗೆ ನಮಸ್ಕಾರ,1
ಬಹಳ ಖುಷಿಯಾಯಿತು,1
ನೀವು ಉತ್ತಮರು,1
ಸಹಾಯಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು,1
ಅಂತಹ ಸೇವೆಯನ್ನು ನಿಮ್ಮಿಂದ ನಿರೀಕ್ಷಿಸಲಾಗಿದೆ,1
ನಿಮ್ಮೊಂದಿಗೆ ಮಾತನಾಡಲು ಸಂತೋಷವಾಗಿದೆ,1
ನಿಮಗೆ ಆಶ್ಚರ್ಯವಾಯಿತು,1
ನೀವು ತುಂಬಾ ಬುದ್ಧಿವಂತರು,1
ನನ್ನ ಪ್ರಯಾಣ ಚೆನ್ನಾಗಿತ್ತು ಧನ್ಯವಾದಗಳು,1
ನಿನ್ನ ಬಳಿ ಉತ್ತರವಿಲ್ಲ ಸಾರಥಿ,1
ನೀವು ತುಂಬಾ ತಮಾಷೆಯಾಗಿದ್ದೀರಿ,1
ಮಾಶಾ ಅಲ್ಲಾ ನೀವು ಏನು ಮಾಡಿದ್ದೀರಿ,1
ನಿನ್ನ ಕೆಲಸ ಸಾರಥಿ ಚೆನ್ನಾಗಿಯೇ ಮಾಡಿದ್ದಾನೆ ಎಂಬುದಕ್ಕೆ ಉತ್ತರವಿಲ್ಲ,1
ನಾನು ನಗುತ್ತಾ ಸಾಯುವುದಿಲ್ಲ,1
ಧನ್ಯವಾದಗಳು,1
ನಿಜವಾಗಿಯೂ ಶ್ಲಾಘನೀಯ!,1
ಓಹ್ ವಾವ್,1
ಎನ್ ಸಮಾಚಾರ,1
ಒಳ್ಳೆಯದು,1
ಆನಂದಿಸಿ ಮನುಷ್ಯ,1
ಎಂತಹ ಉತ್ತಮ ಅಪ್ಲಿಕೇಶನ್ ಮನುಷ್ಯ,1
ವಾಹ್ ಮ್ಯಾನ್ ರೈಟ್ ಡಿಸ್ಕೌಂಟ್ ನಡೆಯುತ್ತಿದೆ,1
ಇದು ಹಾಸ್ಯಾಸ್ಪದ,1
ಈ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ಬಳಸುವುದರಿಂದ ನನಗೆ ತುಂಬಾ ಸಂತೋಷವಾಗಿದೆ,1
ಈ ಚಾನಲ್‌ಗಳ ಸ್ಪಷ್ಟತೆ ನಿಜವಾಗಿಯೂ ತುಂಬಾ ಒಳ್ಳೆಯದು,1
ಇಂದು ಉತ್ತಮ ಕೊಡುಗೆಗಳು ನಡೆಯುತ್ತಿವೆ,1
ಅಂತಹ ಉತ್ತಮ ಸೇವೆಯನ್ನು ನೀಡಿದರೆ ನಾನು ಸಂತೋಷದಿಂದ ಹೆಚ್ಚಿನ ಹಣವನ್ನು ನೀಡುತ್ತೇನೆ,1
ಮನುಷ್ಯ ಇದು ತುಂಬಾ ನಿಜ,1
ಮನುಷ್ಯ ಇದು ಬೆಣ್ಣೆಯಂತೆ ಕೆಲಸ ಮಾಡುತ್ತದೆ,1
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ,1
ಸಮಯಕ್ಕಿಂತ ಮುಂಚಿತವಾಗಿ ಹಣ ಬಂದಿರುವುದು ಅದ್ಭುತವಾಗಿದೆ,1
ನಾನು ಈ ಅಪ್ಲಿಕೇಶನ್ ಅನ್ನು ತುಂಬಾ ಇಷ್ಟಪಡುತ್ತೇನೆ,1
ಮಜಾ ಇದೆ ಅಣ್ಣ ಹಣವೂ ಮುಗಿದು ಹೋಗಿದೆ ಆದರೆ ಚಾನೆಲ್‌ಗಳು ಓಡುತ್ತಲೇ ಇವೆ,1
ಇಷ್ಟು ಹಣಕ್ಕಾಗಿ ಹಲವು ಚಾನೆಲ್‌ಗಳು,1
ಅವರ ಸೇವೆಯಿಂದ ನನಗೆ ಸಂಪೂರ್ಣ ತೃಪ್ತಿ ಇದೆ,1
ಸೇವೆ ಯಾವಾಗಲೂ ಹೀಗೆಯೇ ಇದ್ದರೆ ಏನು ಸಮಸ್ಯೆ?,1
ಓಹ್ ವಾಹ್ ಎಂತಹ ಸೇವೆ,1
ವಾವ್ ಅದ್ಭುತ,1
ರೀಚಾರ್ಜ್ ಮಾಡಿದ್ದಕ್ಕಾಗಿ ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತ,1
ನನ್ನ ಖಾತೆಯನ್ನು ನೋಂದಾಯಿಸಿದ್ದಕ್ಕಾಗಿ ತುಂಬಾ ಧನ್ಯವಾದಗಳು,1
ನನ್ನ ಮೊಬೈಲ್ ಸಂಖ್ಯೆಯನ್ನು ನೋಂದಾಯಿಸಿದ್ದಕ್ಕಾಗಿ ತುಂಬಾ ಧನ್ಯವಾದಗಳು,1
ಅದ್ಭುತ!ನೀವು ಏನು ಹೇಳಿದ್ದೀರಿ?,1
ಹೌದು! ನಾನು ಅಗ್ಗದ ವಿಮಾನವನ್ನು ಪಡೆಯಬಹುದು,1
ಅದ್ಭುತ ಹವಾಮಾನ!,1
ಹುರ್ರೇ! ನೀವು ಎಂತಹ ಒಪ್ಪಂದವನ್ನು ಪಡೆದುಕೊಂಡಿದ್ದೀರಿ!,1
ವೂಹೂ!,1
ಓಯ್ ಹೋಯೆ!,1
ಬನ್ನಿ!ಎನ್ ಸಮಾಚಾರ?,1
ಅದ್ಭುತ!ಒಳ್ಳೆ ವಿಷಯ ಹೇಳು,1
ಹೌದು!ನಾನು ಬೇಗ ಮನೆಗೆ ಬಂದೆ,1
ವೂಹೂ! ಮೋಜು ಮಾಡಿದೆ,1
ಹುರ್ರೇ! ನಂಬರ್ ಕೂಪನ್ ಸಿಕ್ಕಿತು,1
ಬನ್ನಿ! ಇಂದು ನೀವು ನನ್ನ ಹೃದಯವನ್ನು ಗೆದ್ದಿದ್ದೀರಿ ಸಹೋದರ,1
ನನ್ನ ರೈಲು ಟಿಕೆಟ್ ಬುಕ್ ಆಗಿದೆ ವಾಹ್!,1
ವಾವ್ ಬೆಂಗಳೂರು ರೈಲು ಕಂಡುಬಂದಿದೆ,1
ಅದ್ಭುತ! ನನ್ನ ರೈಲು ಬೇಗ ಬರುತ್ತದೆ,1
ಹೌದು!ನನ್ನ ವಿಮಾನವನ್ನು ಅಂತಿಮವಾಗಿ ಕಾಯ್ದಿರಿಸಲಾಗಿದೆ,1
ಬೆಂಗಳೂರು ರೈಲಿಗೆ ಯಿಪಿ ಸಿಕ್ಕಿತು,1
ಆಟೋ ಯಿಪ್ಪಿ ಸಿಕ್ಕಿತು,1
ಒಳ್ಳೆಯ ಕ್ಯಾಬ್ ಸಿಕ್ಕಿತು!,1
